3.445571172615835565e+00 -2.384320151883265737e-01 6.509903480717927238e+00 -9.371072247474037553e+00 6.160999267296954685e+00 1.312348392210612502e+00 -4.047550025921120564e+00 -1.926534965037059521e+01 3.733466854162696080e+00 9.910921225053350270e+00 -6.842050888108337503e+00 -5.644505843985142768e+00 1.296493965527776027e+01 -2.306327094517342147e+01 9.696217904790440656e+00 1.172308592207086697e+01 -6.049319790216367210e+01 -2.942516685706847923e+01 4.070991051757216894e+01 -1.270930708139231946e+01
-9.066085589860934491e+00 9.812547989415921990e+00 -9.863485339126896179e+00 5.395860563798795084e+00 4.935342019885993636e+00 -2.451221273300696168e+00 -1.170509551804812531e-01 5.978511268129697243e+00 -8.228842084802172607e+00 2.508128940803719331e+01 7.474120820243967955e-02 -8.331414039834752927e+00 -2.092325364147377798e+00 8.040646936675624801e+00 -3.911600436931890812e+01 -2.583856414627882359e+01 1.877252538192724884e+01 1.694300217032821720e+01 -6.569901643422766391e+00 -3.675399992667111593e-01
8.578967841911584458e+00 -2.090919113083593572e+00 9.479125936579201550e+00 4.882943075048018500e-01 -8.127738134044948382e+00 6.266168255642579510e+00 -5.766264288212729738e+00 -1.840504434494869201e+01 2.880262426866002201e+00 -7.292529999544221653e-01 -2.337570054783666507e+01 -1.113380686368044259e+01 3.943311466386385078e+00 -1.133713732623342452e+01 1.448704790602939596e+01 9.044024020359247018e+00 -5.779183924313889520e+01 1.533244125565077942e+00 1.238199800445324961e+01 -1.810606986498797255e+01
1.086915691813707951e+00 -4.154617680816768299e+00 6.322847199743762303e+00 6.560851324136226737e+00 -5.568452565408446020e+00 2.896694032066232438e+00 -8.096367561329390838e+00 -6.429683041817053635e+00 -3.135582454083372994e+00 -2.493625569111724616e+01 -8.729928048957017239e+00 -2.662323202303015890e+00 -4.728833776118093368e+01 1.217433539054065506e+01 -1.984779271775254728e+01 -9.845728905821792054e+00 -2.018920475130554948e+01 2.060107315778775217e+01 -1.484853805701081342e+02 -2.542259414257428674e+01
-1.766735223141232325e+00 -8.062694774746656634e+00 -7.119780021846306539e+00 -5.756076493688859763e+00 -4.668769108828012548e-01 -8.447723267999702301e+00 -5.299124369509307542e+00 -2.999690248787840119e+01 1.578252709603820136e+00 -3.468897071917699293e+01 -3.929919325538644159e+01 -1.646678925888341638e+01 -1.703120304766990500e+00 2.879306303722120219e+01 -1.282005977798613827e+01 4.955713508155995761e+00 -9.419027381193818371e+01 -1.807408019018302170e+01 -5.347797756968350136e+00 -1.663925052025922469e+01
-9.868939946376718453e+00 7.972883741447994055e+00 1.044688537553264851e+00 -6.649067445713930269e+00 8.577563669914717082e+00 8.417539763584418466e-01 -9.164829374115202043e+00 -9.408817928119157514e+00 -2.003298485435433918e+01 -1.631313998367718554e+01 4.309384908628821620e-02 8.297845762143847281e+00 -2.422605573485987662e+01 -4.631812895006142128e-01 -3.549909732368056581e+01 -6.290357244267262615e+01 -2.954368829429415655e+01 -2.087807177954174165e+01 -7.606981500746002212e+01 -2.877756423472173708e+01
4.975367992402581763e-01 2.802850810286496852e+00 6.013163272928213843e+00 6.698377033812207060e+00 -4.947355396952348272e+00 9.365470255505677244e+00 -6.752373058031562181e-01 -3.118154307257981017e+01 -9.768015173816230856e+00 -3.451827105820996167e+01 1.613977431504701343e+01 -2.724136776608315813e+01 -3.544155054033761587e+01 -2.555352750525942440e+01 7.071652675273938371e-01 -3.067156764578296446e+01 -9.791004524790061225e+01 2.103290388617033102e+01 -1.112864686966601226e+02 -2.120245140221910685e+00
-4.718176602902559580e+00 9.875683563214376903e-01 -2.453324255092064199e+00 -5.925433040336112178e+00 8.309249979596899038e+00 8.783548457706235268e+00 6.749871851505094611e+00 4.616821709073924751e+00 1.460534578317209053e+01 2.797635616202749986e+01 -1.044132162313622381e+01 -2.698373258776075545e+01 -2.792614971538872837e+01 4.248290176348785252e+00 3.558491783406260822e+01 4.586078575916036471e+01 1.449682016649212457e+01 -1.860585974665539410e+01 -8.768811010632060743e+01 2.119459761372599615e+01
-1.344213296177859007e+00 4.322259038445338319e+00 7.026879813435712663e+00 -8.419066293773314058e+00 -1.800829277158911168e+00 2.831402015469272726e+00 9.529026444337201696e+00 -3.788956255293380337e+01 2.339200880306116659e+01 -6.133262879756828490e+00 1.016348588804067177e+01 -2.368941366115876690e+01 1.908836880182549933e+01 3.076650719358606523e+01 2.654651784513379909e+01 7.345090764161206209e+01 -1.189732264162121425e+02 -2.643586816244820881e+01 5.993747803773207039e+01 2.992114303521881524e+01
4.105767184937143099e+00 2.732402054229172705e+00 -5.892265782667099216e+00 -4.138697741322192591e+00 -6.799798519369937289e+00 -3.921335924327675748e+00 4.370127595556530409e+00 -2.003355044627859627e+01 -6.533016796383607883e+00 -5.020605798484402982e+01 -1.010051437667509511e+01 -6.820179194858555505e+00 1.463824521553886981e+01 -1.770594760570878989e+01 3.263983609567738142e+00 -2.051367274064453028e+01 -6.290534840131479655e+01 -1.299551090775168483e+01 4.596408997679205299e+01 1.372220065004750644e+01
9.159599978781717056e+00 -9.684355592936642054e+00 -3.748110845008081782e+00 -9.021746260479222457e+00 7.495417849066623006e+00 3.875157989656003110e+00 6.531170479422982567e+00 -4.476077100486025273e+01 -3.707541347807342191e+01 -2.164759520097858214e+01 5.997753543259964459e+00 -3.724820168225959804e+01 -3.220219495823839395e+01 -3.095649539367501646e+01 -4.766654359044609635e+01 -1.164167983211505515e+02 -1.405488209552611920e+02 -2.832828325790475787e+01 -1.011148921688685647e+02 2.050787530538816483e+01
